text,label
"Seeking a position as a Full Stack Developer. Proficient in Backend Tech, Databases, APIs.",Full Stack Developer
"Resume: Backend Developer. Skills: Java, Node.js, Database Design, Python, Flask. Proven track record of success in agile environments.",Backend Developer
"As a Full Stack Developer, I have deployed systems using Databases and APIs.",Full Stack Developer
"Passionate about Cloud Computing and DevOps and Site Reliability Engineer roles. core competencies: Monitoring, Automation, Linux, Performance Tuning, Incident Response.",Site Reliability Engineer
History of working as a Security Analyst handling Monitor and protect against security threats.,Security Analyst
"Skilled in Node.js, Database Design, SQL, APIs, Django, Python, Java. Build server-side logic and databases.",Backend Developer
"Experienced Site Reliability Engineer with a strong background in Incident Response, Monitoring, Performance Tuning, Linux.",Site Reliability Engineer
"Seeking a position as a Security Analyst. Proficient in Security Tools, Threat Detection, Incident Response.",Security Analyst
History of working as a Security Analyst handling Monitor and protect against security threats. Proven track record of success in agile environments.,Security Analyst
I want to be a Game Developer.,Game Developer
"Skilled in JavaScript, Angular, Vue.js, HTML. Create user interfaces and implement visual elements. Proven track record of success in agile environments.",Frontend Developer
"Seeking a position as a Backend Developer. Proficient in Django, Database Design, Java, Flask, SQL, Node.js, Python, APIs. Proven track record of success in agile environments.",Backend Developer
"Experienced DevOps Engineer with a strong background in Monitoring, Docker, Kubernetes, CI/CD, Automation.",DevOps Engineer
"Passionate about Software Development and Engineering and Backend Developer roles. core competencies: Database Design, SQL, Python, APIs, Node.js, Java. Proven track record of success in agile environments.",Backend Developer
"Skilled in Typography, Figma, Adobe XD. Create beautiful user interfaces.",UI Designer
"Skilled in User Research, Usability Testing, Prototyping. Design user experiences and flows.",UX Designer
"Seeking a position as a Cloud Architect. Proficient in Infrastructure as Code, GCP, Azure.",Cloud Architect
"Seeking a position as a UI Designer. Proficient in Visual Design, Adobe XD, Figma, Color Theory. Proven track record of success in agile environments.",UI Designer
"Seeking a position as a Site Reliability Engineer. Proficient in Performance Tuning, Linux, Monitoring.",Site Reliability Engineer
History of working as a UX Designer handling Design user experiences and flows.,UX Designer
"Seeking a position as a UI Designer. Proficient in Adobe XD, Typography, Color Theory, Figma, Visual Design.",UI Designer
"Resume: Site Reliability Engineer. Skills: Performance Tuning, Linux, Monitoring, Automation.",Site Reliability Engineer
"Seeking a position as a Machine Learning Engineer. Proficient in Deep Learning, Python, TensorFlow. Proven track record of success in agile environments.",Machine Learning Engineer
"Experienced Data Analyst with a strong background in Python, Statistics, Data Visualization.",Data Analyst
History of working as a Game Developer handling Create engaging and interactive games.,Game Developer
I want to be a Mobile App Developer.,Mobile App Developer
"Resume: Cloud Architect. Skills: Azure, Infrastructure as Code, AWS, Security, GCP.",Cloud Architect
"Seeking a position as a Backend Developer. Proficient in Database Design, Java, APIs, Python, Flask, Django, SQL, Node.js.",Backend Developer
"Passionate about UI/UX Design and UX Designer roles. core competencies: Wireframing, User Research, Prototyping.",UX Designer
Worked with Backend Tech for 2 years.,Full Stack Developer
"As a Project Manager, I have deployed systems using Agile and Scrum.",Project Manager
"As a Frontend Developer, I have deployed systems using JavaScript and Angular. Proven track record of success in agile environments.",Frontend Developer
Looking for Mobile App Developer job. Know React Native.,Mobile App Developer
"Seeking a position as a Penetration Tester. Proficient in Network Security, Security Tools, Web Security. Proven track record of success in agile environments.",Penetration Tester
"Seeking a position as a Data Analyst. Proficient in Excel, Statistics, SQL.",Data Analyst
Data Analyst. SQL.,Data Analyst
"As a Site Reliability Engineer, I have deployed systems using Performance Tuning and Automation.",Site Reliability Engineer
"Resume: Full Stack Developer. Skills: DevOps, Frontend Tech, System Design, Databases, APIs.",Full Stack Developer
"Resume: Backend Developer. Skills: Java, Django, Flask, Database Design, Python, SQL, APIs.",Backend Developer
"Seeking a position as a Data Scientist. Proficient in Python, SQL, R, Deep Learning.",Data Scientist
"Resume: Product Manager. Skills: Product Strategy, Market Research, Roadmapping.",Product Manager
History of working as a Backend Developer handling Build server-side logic and databases.,Backend Developer
"Seeking a position as a Data Analyst. Proficient in Excel, Python, Data Visualization, Statistics. Proven track record of success in agile environments.",Data Analyst
"Experienced Product Manager with a strong background in User Stories, Roadmapping, Market Research, Product Strategy. Proven track record of success in agile environments.",Product Manager
"As a Frontend Developer, I have deployed systems using CSS and JavaScript. Proven track record of success in agile environments.",Frontend Developer
"Passionate about Data Science and Analytics and Data Scientist roles. core competencies: R, Python, Machine Learning, SQL.",Data Scientist
"Experienced Site Reliability Engineer with a strong background in Linux, Incident Response, Monitoring, Automation, Performance Tuning. Proven track record of success in agile environments.",Site Reliability Engineer
"Passionate about Data Science and Analytics and Machine Learning Engineer roles. core competencies: PyTorch, TensorFlow, Deep Learning.",Machine Learning Engineer
"As a Backend Developer, I have deployed systems using Node.js and Flask. Proven track record of success in agile environments.",Backend Developer
Looking for Project Manager job. Know Scrum.,Project Manager
"Seeking a position as a UX Designer. Proficient in Wireframing, User Research, Prototyping, Usability Testing.",UX Designer
"Seeking a position as a Backend Developer. Proficient in Django, Flask, SQL, APIs, Database Design, Java, Python, Node.js.",Backend Developer
"Passionate about Cybersecurity and Penetration Tester roles. core competencies: Web Security, Security Tools, Network Security, Ethical Hacking.",Penetration Tester
"Resume: Product Manager. Skills: User Stories, Market Research, Product Strategy. Proven track record of success in agile environments.",Product Manager
"Seeking a position as a Project Manager. Proficient in Stakeholder Management, Scrum, Agile, Project Planning. Proven track record of success in agile environments.",Project Manager
"As a Project Manager, I have deployed systems using Project Planning and Scrum.",Project Manager
"Seeking a position as a Full Stack Developer. Proficient in Backend Tech, DevOps, System Design, APIs, Databases, Frontend Tech.",Full Stack Developer
"Seeking a position as a UX Designer. Proficient in Prototyping, Wireframing, Usability Testing, User Research. Proven track record of success in agile environments.",UX Designer
"Seeking a position as a Data Scientist. Proficient in SQL, Python, Deep Learning, R.",Data Scientist
"Passionate about Software Development and Engineering and Frontend Developer roles. core competencies: Responsive Design, UI/UX, CSS, Vue.js, Angular, HTML, React, JavaScript.",Frontend Developer
"Seeking a position as a Game Developer. Proficient in Unreal Engine, Unity, 3D Graphics, C#, Game Physics.",Game Developer
"Passionate about Project Management and Product Manager roles. core competencies: Market Research, User Stories, Product Strategy.",Product Manager
